Title,URL,Publication Date
A radical transformation of mobility in Europe: Exploring the decarbonisation of the transport sector by 2040 | NewClimate Institute,https://newclimate.org/resources/publications/a-radical-transformation-of-mobility-in-europe-exploring-the-decarbonisation,
5-Yamal 2040: Scenarios for the Russian Arctic,https://blue-action.eu/climate-services/5-yamal-2040-scenarios-for-the-russian-arctic,
To Reach INDC: Energy Scenarios Outlook 2040,https://www.enerdata.net/publications/reports-presentations/reach-indc-energy-scenarios-2040-outlook.html,
The 2022 Europe report of the Lancet Countdown on health and climate change: towards a climate resilient future - The Lancet Public Health,https://www.thelancet.com/journals/lanpub/article/PIIS2468-2667(22)00197-9/fulltext,
Scenarios of an unpredictable future and today's development strategies - METREX,https://www.eurometrex.org/events/metrexmonthly-metropolitan-scenarios/,
Future Shocks 2022: Climate-Proofing the EU [Policy Podcast] | Epthinktank | European Parliament,https://epthinktank.eu/2022/05/12/future-shocks-2022-climate-proofing-the-eu/,
Homepage | Copernicus,https://climate.copernicus.eu/,
1.5 °C degrowth scenarios suggest the need for new mitigation pathways | Nature Communications,https://www.nature.com/articles/s41467-021-22884-9,
The PAC Scenario: net-zero by 2040 to meet Europe’s Paris goals - Energy Post,https://energypost.eu/the-pac-scenario-net-zero-by-2040-to-meet-europes-paris-goals/,
<2°C Futures | Forum for the Future,https://www.forumforthefuture.org/2c-futures,
Full article: The EU ETS to 2030 and beyond: adjusting the cap in light of the 1.5°C target and current energy policies,https://www.tandfonline.com/doi/full/10.1080/14693062.2021.1878999,
